series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
6,8,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,stayed in,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
6,8,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,stayed in,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
6,8,Tamal,Ray,29,Trainee anaesthetist,Manchester,4,stayed in,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
6,8,Paul,Jagger,49,Prison governor,"Swansea, Wales",5,Eliminated,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne
6,8,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,1,Star Baker,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
6,8,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
6,8,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,8,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,8,Mat,Riley,37,Fire fighter,London,NA,NA,NA,NA
6,8,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
6,8,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,8,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
6,9,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,stayed in,Chocolate and Bay Tart,Chocolate Well
6,9,Tamal,Ray,29,Trainee anaesthetist,Manchester,2,stayed in,Chocolate New York Pie,Chocolate Bell Tower
6,9,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,Eliminated,Passion Fruit and Chocolate Tart,Cocoa Carousel
6,9,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,4,Star Baker,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door
6,9,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
6,9,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,9,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,9,Mat,Riley,37,Fire fighter,London,NA,NA,NA,NA
6,9,Paul,Jagger,49,Prison governor,"Swansea, Wales",NA,NA,NA,NA
6,9,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
6,9,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,9,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
6,10,Ian,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,Series Runner up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake
6,10,Tamal,Ray,29,Trainee anaesthetist,Manchester,3,Series Runner up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake
6,10,Nadiya,Hussain,30,Full-time mother,Leeds / Luton,1,Series Winner,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake
6,10,Alvin,Magallanes,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
6,10,Dorret,Conway,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
6,10,Flora,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",NA,NA,NA,NA
6,10,Marie,Campbell,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
6,10,Mat,Riley,37,Fire fighter,London,NA,NA,NA,NA
6,10,Paul,Jagger,49,Prison governor,"Swansea, Wales",NA,NA,NA,NA
6,10,Sandy,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
6,10,Stu,Henshall,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
6,10,Ugnė,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
7,1,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",12,stayed in,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake
7,1,Benjamina,Ebuehi,23,Teaching assistant,South London,6,stayed in,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream
7,1,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,stayed in,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
7,1,Kate,Barmby,37,Nurse,"Brooke, Norfolk",4,stayed in,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake
7,1,Louise,Williams,46,Hairdresser,Cardiff,9,stayed in,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake
7,1,Michael,Georgiou,20,Student,Durham,3,stayed in,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze
7,1,Rav,Bansal,28,Student support,Erith,8,stayed in,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake
7,1,Selasi,Gbormittah,30,Client service associate,London,1,stayed in,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
7,1,Tom,Gilliford,26,Project engagement manager,Rochdale,2,stayed in,G&T Drizzle Cake,Black Forest Broken Mirror
7,1,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,10,stayed in,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting
7,1,Lee,Banfield,67,Pastor,Bolton,11,Eliminated,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake
7,1,Jane,Beedle,61,Garden designer,Beckenham,7,Star Baker,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake
7,2,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",4,stayed in,Beehive Biscuits,Punting in Cambridge
7,2,Benjamina,Ebuehi,23,Teaching assistant,South London,3,stayed in,Bouquet Biscuits,"New York, New York"
7,2,Jane,Beedle,61,Garden designer,Beckenham,2,stayed in,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat
7,2,Kate,Barmby,37,Nurse,"Brooke, Norfolk",1,stayed in,"""A Biscuit for the Broads""","""I Promise I will do my best"""
7,2,Michael,Georgiou,20,Student,Durham,9,stayed in,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland
7,2,Rav,Bansal,28,Student support,Erith,6,stayed in,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground
7,2,Selasi,Gbormittah,30,Client service associate,London,11,stayed in,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church
7,2,Tom,Gilliford,26,Project engagement manager,Rochdale,7,stayed in,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience
7,2,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,5,stayed in,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire
7,2,Louise,Williams,46,Hairdresser,Cardiff,10,Eliminated,Baa Bara Brith Biscuits,Gingerbread Wedding
7,2,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",8,Star Baker,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet
7,2,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,3,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,stayed in,Chocolate Barmbrack Bread,Braided Harvest Bread Basket
7,3,Benjamina,Ebuehi,23,Teaching assistant,South London,6,stayed in,"Chocolate, Tahini and Almond Babka",Braided Bread Heart
7,3,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,stayed in,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist
7,3,Jane,Beedle,61,Garden designer,Beckenham,9,stayed in,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre
7,3,Kate,Barmby,37,Nurse,"Brooke, Norfolk",8,stayed in,Cobbled Loaf,The Corn Maiden
7,3,Rav,Bansal,28,Student support,Erith,10,stayed in,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece
7,3,Selasi,Gbormittah,30,Client service associate,London,5,stayed in,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread
7,3,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,1,stayed in,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain"""
7,3,Michael,Georgiou,20,Student,Durham,7,Eliminated,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
7,3,Tom,Gilliford,26,Project engagement manager,Rochdale,4,Star Baker,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir
7,3,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,3,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,4,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",4,stayed in,Yorkshire 'Tapas' Puddings,Churros Window Box
7,4,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,stayed in,Yorkshire Wellingtons,Two-Way Peanut Butter Churros
7,4,Jane,Beedle,61,Garden designer,Beckenham,3,stayed in,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros
7,4,Rav,Bansal,28,Student support,Erith,9,stayed in,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros
7,4,Selasi,Gbormittah,30,Client service associate,London,8,stayed in,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros
7,4,Tom,Gilliford,26,Project engagement manager,Rochdale,5,stayed in,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass
7,4,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,6,stayed in,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros
7,4,Kate,Barmby,37,Nurse,"Brooke, Norfolk",7,Eliminated,Christmas Dinner Compromise,Hot Cross Bunny Churros
7,4,Benjamina,Ebuehi,23,Teaching assistant,South London,1,Star Baker,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros
7,4,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,4,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,4,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,5,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",6,stayed in,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites
7,5,Benjamina,Ebuehi,23,Teaching assistant,South London,5,stayed in,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups
7,5,Jane,Beedle,61,Garden designer,Beckenham,1,stayed in,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
7,5,Rav,Bansal,28,Student support,Erith,8,stayed in,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
7,5,Selasi,Gbormittah,30,Client service associate,London,3,stayed in,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
7,5,Tom,Gilliford,26,Project engagement manager,Rochdale,4,stayed in,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche
7,5,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,7,Eliminated,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
7,5,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,Star Baker,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
7,5,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,5,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,5,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,5,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,6,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",6,stayed in,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio
7,6,Benjamina,Ebuehi,23,Teaching assistant,South London,2,stayed in,Grapefruit and Ginger Meringue Pie,Floral Tea Cake
7,6,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,stayed in,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake
7,6,Jane,Beedle,61,Garden designer,Beckenham,4,stayed in,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar
7,6,Selasi,Gbormittah,30,Client service associate,London,7,stayed in,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake
7,6,Rav,Bansal,28,Student support,Erith,3,Eliminated,Mandarin Margarita Meringue Pie,Blossom Cake
7,6,Tom,Gilliford,26,Project engagement manager,Rochdale,1,Star Baker,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake
7,6,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,6,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,6,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,6,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,6,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
7,7,Benjamina,Ebuehi,23,Teaching assistant,South London,3,stayed in,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
7,7,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,stayed in,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse
7,7,Jane,Beedle,61,Garden designer,Beckenham,4,stayed in,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
7,7,Selasi,Gbormittah,30,Client service associate,London,6,stayed in,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
7,7,Tom,Gilliford,26,Project engagement manager,Rochdale,5,Eliminated,Millionaire's Roulade,Hipster Picnic
7,7,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",1,Star Baker,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes
7,7,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,7,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,7,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,7,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,7,Rav,Bansal,28,Student support,Erith,NA,NA,NA,NA
7,7,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
7,8,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,stayed in,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane
7,8,Jane,Beedle,61,Garden designer,Beckenham,5,stayed in,Tudor Rose Pies,Swans
7,8,Selasi,Gbormittah,30,Client service associate,London,3,stayed in,Bouquet of Flowers,Fruity Tudor Marchpane
7,8,Benjamina,Ebuehi,23,Teaching assistant,South London,4,Eliminated,Mexican Adventure,Tudor Garden
7,8,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",1,Star Baker,Cheesy Cheeky Fish Pies,Peacock
7,8,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,8,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,8,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,8,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,8,Rav,Bansal,28,Student support,Erith,NA,NA,NA,NA
7,8,Tom,Gilliford,26,Project engagement manager,Rochdale,NA,NA,NA,NA
7,8,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
7,9,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,stayed in,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies
7,9,Jane,Beedle,61,Garden designer,Beckenham,1,stayed in,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
7,9,Selasi,Gbormittah,30,Client service associate,London,4,Eliminated,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
7,9,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",2,Star Baker,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants
7,9,Benjamina,Ebuehi,23,Teaching assistant,South London,NA,NA,NA,NA
7,9,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,9,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,9,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,9,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,9,Rav,Bansal,28,Student support,Erith,NA,NA,NA,NA
7,9,Tom,Gilliford,26,Project engagement manager,Rochdale,NA,NA,NA,NA
7,9,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
7,10,Andrew,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down",1,Series Runner up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic
7,10,Jane,Beedle,61,Garden designer,Beckenham,3,Series Runner up,"Red, White and Blue Meringue Crown",Family Favourites Feast
7,10,Candice,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,Series Winner,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens
7,10,Benjamina,Ebuehi,23,Teaching assistant,South London,NA,NA,NA,NA
7,10,Kate,Barmby,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
7,10,Lee,Banfield,67,Pastor,Bolton,NA,NA,NA,NA
7,10,Louise,Williams,46,Hairdresser,Cardiff,NA,NA,NA,NA
7,10,Michael,Georgiou,20,Student,Durham,NA,NA,NA,NA
7,10,Rav,Bansal,28,Student support,Erith,NA,NA,NA,NA
7,10,Selasi,Gbormittah,30,Client service associate,London,NA,NA,NA,NA
7,10,Tom,Gilliford,26,Project engagement manager,Rochdale,NA,NA,NA,NA
7,10,Val,Stones,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
8,1,Chris,Geiger,50,Software developer,Bristol,12,stayed in,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake
8,1,Flo,Atkins,71,Retired,Merseyside,9,stayed in,Citrus Layer Cake,'One in a Melon' Cake
8,1,James,Hillery,46,Banker,"Brentwood, Essex",2,stayed in,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake
8,1,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",3,stayed in,Courgette and Lemon Cake,'Russian Doll' Cake
8,1,Kate,Lyon,29,Health and safety inspector,Merseyside,1,stayed in,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake
8,1,Liam,Charles,19,Student,North London,8,stayed in,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake
8,1,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,stayed in,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake
8,1,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",11,stayed in,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake
8,1,Tom,Hetherington,29,Architect,Edinburgh,7,stayed in,Gilded Pear and Cardamom Cake,'Stack of Books' Cake
8,1,Yan,Tsou,46,Laboratory research scientist,North London,4,stayed in,Windfall Apple Crumble Cake,'Banana-ramen' Cake
8,1,Peter,Abatan,52,IT programme manager,"Southend, Essex",10,Eliminated,Coconut Cake,'Bread on a Breadboard' Cake
8,1,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",6,Star Baker,Bonfire Night Cake,'A Baker's Lunch' Cake
8,2,Flo,Atkins,71,Retired,Merseyside,10,stayed in,Gin Jam Butties,'Pick My Bones' Game
8,2,James,Hillery,46,Banker,"Brentwood, Essex",3,stayed in,Rhubarb and Custard Whirls,'Coppit' Game
8,2,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",4,stayed in,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game
8,2,Kate,Lyon,29,Health and safety inspector,Merseyside,8,stayed in,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game
8,2,Liam,Charles,19,Student,North London,7,stayed in,Coffee Malted Pecan Shorties,'Classroom Classics' Game
8,2,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,stayed in,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game
8,2,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",9,stayed in,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game
8,2,Tom,Hetherington,29,Architect,Edinburgh,5,stayed in,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game
8,2,Yan,Tsou,46,Laboratory research scientist,North London,1,stayed in,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game
8,2,Chris,Geiger,50,Software developer,Bristol,11,Eliminated,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game
8,2,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",6,Star Baker,Amarpressi Biscuits,'Check Bake' Game
8,2,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,3,James,Hillery,46,Banker,"Brentwood, Essex",9,stayed in,Nordic Teacakes,'Owl in the Woods' Bread Sculpture
8,3,Kate,Lyon,29,Health and safety inspector,Merseyside,10,stayed in,Blueberry Buns,'Kraken' Bread Sculpture
8,3,Liam,Charles,19,Student,North London,5,stayed in,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture
8,3,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,stayed in,Tagine Teacakes,'Picnic Basket' Bread Sculpture
8,3,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",1,stayed in,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture
8,3,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",3,stayed in,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture
8,3,Tom,Hetherington,29,Architect,Edinburgh,4,stayed in,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture
8,3,Yan,Tsou,46,Laboratory research scientist,North London,8,stayed in,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture
8,3,Flo,Atkins,71,Retired,Merseyside,7,Eliminated,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture
8,3,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",2,Star Baker,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture
8,3,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,3,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,4,James,Hillery,46,Banker,"Brentwood, Essex",2,stayed in,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake
8,4,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",9,stayed in,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake
8,4,Liam,Charles,19,Student,North London,3,stayed in,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake
8,4,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,stayed in,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake
8,4,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",1,stayed in,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake
8,4,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",7,stayed in,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake
8,4,Yan,Tsou,46,Laboratory research scientist,North London,8,stayed in,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake
8,4,Tom,Hetherington,29,Architect,Edinburgh,5,Eliminated,Stem Ginger Caramel Shortbreads,Hummingbird Cake
8,4,Kate,Lyon,29,Health and safety inspector,Merseyside,6,Star Baker,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake
8,4,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,4,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,4,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,5,Julia,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",3,stayed in,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine
8,5,Kate,Lyon,29,Health and safety inspector,Merseyside,8,stayed in,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine
8,5,Liam,Charles,19,Student,North London,2,stayed in,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine
8,5,Stacey,Hart,42,Former school teacher,"Radlett, Hertfordshire",4,stayed in,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine
8,5,Steven,Carter-Bailey,34,Marketer,"Watford, Hertfordshire",5,stayed in,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine
8,5,Yan,Tsou,46,Laboratory research scientist,North London,6,stayed in,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine
8,5,James,Hillery,46,Banker,"Brentwood, Essex",7,Eliminated,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine
8,5,Sophie,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,Star Baker,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
8,5,Chris,Geiger,50,Software developer,Bristol,NA,NA,NA,NA
8,5,Flo,Atkins,71,Retired,Merseyside,NA,NA,NA,NA
8,5,Peter,Abatan,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
8,5,Tom,Hetherington,29,Architect,Edinburgh,NA,NA,NA,NA
